#Frame     GSA[EELEC]    GSA[EVDW]
     977     -75.1635     -28.6524
     978     -41.9026     -26.0822
     979     -46.6900     -21.0117
     980      14.4793     -25.0461
     981     -69.7824     -23.6120
     982    -115.9684     -15.4350
     983     -59.8141     -20.4425
     984      31.9529     -24.3566
     985      61.4507     -23.1084
     986      74.5131     -19.3311
     987      42.9472     -23.8356
     988      15.5271     -29.1752
     989      20.6511     -25.7747
     990      44.2678     -31.0244
     991       1.3940     -21.2462
     992     -17.2087     -23.0503
     993      15.2911     -23.0471
     994      23.9059     -14.5782
     995     -19.2043     -13.3095
     996      40.4890     -20.1771
     997      -5.1688     -19.0715
     998      73.4460     -20.8493
     999      61.4332     -24.2873
    1000      55.0116     -29.4623
    1001      97.1145     -25.1953
    1002      38.3249     -23.5460
    1003      58.8050     -27.8815
    1004      57.0092     -25.8131
    1005      73.1093     -27.2630
    1006      88.2316     -22.1079
    1007      86.5713     -24.0312
    1008      76.3983     -15.6777
    1009      32.0076     -11.4979
    1010      59.6907     -16.8508
    1011      69.5840     -12.5782
    1012      50.3957     -19.2473
    1013      92.9885     -20.2367
    1014      92.6117     -24.8601
    1015      72.5864     -22.4995
    1016     112.0293     -18.8097
    1017      75.4857     -18.6521
    1018      88.4283     -15.6261
    1019      79.2618     -17.6324
    1020      10.2554     -15.5791
    1021      80.2885     -17.1484
    1022     108.6694     -19.9954
    1023     140.2335     -25.4297
    1024      78.3477     -22.8195
    1025      -5.7960     -28.4712
    1026      13.4775     -29.8090
    1027     -30.4434     -18.4648
    1028     -26.8137     -26.3078
    1029     -51.5939     -20.6053
    1030     -44.8896     -18.5158
    1031     -70.8219     -20.0734
    1032     -54.4889     -17.5140
    1033     -75.8129     -16.9437
    1034     -37.0969     -25.6510
    1035     -65.8651     -24.3071
    1036     -92.2162     -20.3864
    1037     -65.5483     -25.0951
    1038    -100.7752     -23.2143
    1039     -32.6226     -21.8443
    1040     -83.2565     -19.9258
    1041     -73.0458     -18.1815
    1042     -61.6520     -20.8493
    1043     -59.6311     -26.5294
    1044     -43.5135     -24.4973
    1045      -5.7984     -24.0276
    1046     -43.8623     -27.4685
    1047     -30.2773     -21.7457
    1048       4.0122     -23.6822
    1049     -58.9793     -24.5609
    1050     -59.8289     -20.9595
    1051     -38.3291     -26.2192
    1052     -58.3859     -27.9084
    1053    -102.9025     -29.6985
    1054     -94.9673     -26.4734
    1055      16.8982     -30.8522
    1056      14.5950     -28.8398
    1057      -1.3647     -28.6090
    1058     -46.0023     -23.2205
    1059      30.3758     -20.4832
    1060      75.9963     -23.4678
    1061      32.6063     -24.5413
    1062      40.9370     -26.3926
    1063      58.1557     -30.1907
    1064      53.8978     -24.6296
    1065      41.0790     -32.5751
    1066      19.8658     -29.3974
    1067      13.5864     -20.5070
    1068       7.6880     -25.1763
    1069       8.2953     -28.1435
    1070      21.0981     -27.6613
    1071      23.1214     -27.8751
    1072      46.8029     -29.7238
    1073      22.4987     -20.7121
    1074      68.8353     -19.7473
    1075      17.2776     -22.9094
    1076      42.9542     -21.1789
    1077      -8.0648     -17.1212
    1078      88.6390     -21.7103
    1079      66.7012     -21.0655
    1080      98.7938     -21.9553
    1081      89.4905     -23.2052
    1082      81.9937     -21.0536
    1083     142.9903     -25.9342
    1084     118.6544     -30.7152
    1085     132.1726     -23.7725
    1086     127.3181     -32.6407
    1087     116.1373     -32.2072
    1088     132.1513     -29.7941
    1089     104.4027     -35.3888
    1090      89.6862     -33.4639
    1091      89.7217     -30.9054
    1092     124.0080     -34.2047
    1093      71.3500     -38.0871
    1094      86.0334     -37.1354
    1095      57.2437     -34.7456
    1096      85.9850     -31.7238
    1097      87.8444     -34.8734
    1098     102.6475     -36.3114
    1099     100.9621     -34.6324
    1100      81.4420     -36.6567
    1101      68.0872     -36.3172
    1102     152.0584     -35.1411
    1103      89.0224     -36.0351
    1104     129.6958     -31.9860
    1105     122.7080     -31.5528
    1106     112.2840     -33.7876
    1107     130.0606     -35.6990
    1108     109.4318     -38.0992
    1109      97.5995     -30.6264
    1110      74.6109     -33.9772
    1111     100.2792     -35.6806
    1112     111.7568     -39.3676
    1113      80.7220     -38.4127
    1114     109.6543     -38.2101
    1115     106.2800     -37.5935
    1116      82.4739     -40.6695
    1117     111.9050     -39.5030
    1118      60.3733     -33.7609
    1119      14.3491     -36.3040
    1120     -65.3689     -24.6443
    1121     -49.4691     -31.5718
    1122     -75.2671     -31.9906
    1123     -35.2813     -32.6257
    1124     -68.6486     -26.6049
    1125     -55.6866     -31.0118
    1126     -92.6140     -26.2483
    1127     -31.1937     -24.4045
    1128       5.7627     -23.7499
    1129      -3.5853     -35.4732
    1130      73.3233     -31.4464
    1131      81.6716     -33.1396
    1132     107.7935     -36.6171
    1133     137.3148     -27.1679
    1134     109.6297     -34.9277
    1135     128.1792     -31.4772
    1136     106.0670     -31.2237
    1137     124.0179     -22.1820
    1138      86.3730     -27.4895
    1139      86.4890     -27.5125
    1140     124.1328     -27.9908
    1141     112.5820     -25.8165
    1142     114.8353     -26.6777
    1143      89.1260     -30.1752
    1144      84.4195     -28.3614
    1145     105.8062     -26.1705
    1146     126.7618     -25.2039
    1147      99.1965     -26.5725
    1148      75.5213     -24.0301
    1149     122.3725     -27.4127
    1150     126.9298     -23.3292
    1151      84.2206     -27.1255
    1152     122.9220     -31.3209
    1153     130.6755     -32.1183
    1154     129.1715     -30.9828
    1155     106.9123     -32.0508
    1156     119.0912     -29.0234
    1157      82.5364     -27.7715
    1158      89.7208     -31.4968
    1159      86.0596     -35.0477
    1160     112.2423     -32.3307
    1161     106.3625     -30.8980
    1162      80.8089     -35.4826
    1163      90.0719     -35.1554
    1164      56.7728     -35.5497
    1165      83.5705     -29.0465
    1166     134.8784     -27.6735
    1167      81.2238     -37.1459
    1168      87.0193     -36.8779
    1169     109.1117     -34.6515
    1170      76.4346     -31.7114
    1171      97.1318     -37.3501
    1172      92.5714     -35.2163
    1173      26.9482     -35.8644
    1174      19.0228     -33.7990
    1175      70.4169     -24.0335
    1176      76.5544     -24.2276
    1177     130.6498     -26.6176
    1178      34.0028     -30.9895
    1179      60.8567     -32.3071
    1180     142.1813     -32.2259
    1181     124.8864     -32.4813
    1182     149.9369     -29.8306
    1183     122.3901     -28.9763
    1184     128.8236     -30.0545
    1185     157.1371     -28.4718
    1186     116.7317     -24.7686
    1187      45.6223     -29.2753
    1188      61.5321     -23.5313
    1189      74.9214     -27.7884
    1190     100.2285     -32.0515
    1191     117.0734     -27.6987
    1192      99.2149     -27.6177
    1193      55.7053     -29.8239
    1194      70.3434     -30.3641
    1195     120.9725     -35.9592
    1196      80.4601     -34.7251
    1197      48.3005     -24.9868
    1198      37.9671     -29.5419
    1199      79.3759     -31.0847
    1200      41.9701     -31.0478
    1201      41.0026     -28.2306
    1202     101.5313     -33.4113
    1203      78.5441     -32.0522
    1204      88.1476     -30.3909
    1205      60.6725     -29.3573
    1206      78.8438     -30.0498
    1207      69.8049     -32.3399
    1208      90.6204     -34.5008
    1209      72.9632     -36.2528
    1210      63.5148     -35.6380
    1211     102.9204     -33.3027
    1212      88.2628     -38.6047
    1213      59.1812     -35.2702
    1214      75.9871     -36.3432
    1215      31.4164     -31.9008
    1216      72.9342     -24.3629
    1217      65.3274     -30.5534
    1218      78.9422     -28.2227
    1219      62.7293     -28.3636
    1220      97.8633     -29.9370
    1221     102.5752     -33.7751
    1222      77.6813     -24.4488
    1223      85.0254     -31.9889
    1224     131.6558     -28.3138
    1225      90.1759     -24.6654
    1226      72.6276     -27.9644
    1227      94.0970     -27.5887
    1228      73.5732     -30.1680
    1229      91.8175     -26.6599
    1230      90.4412     -22.2463
    1231      63.1554     -19.6021
    1232      93.2623     -18.0138
    1233      94.2178     -24.7576
    1234      91.8268     -20.9159
    1235     134.6693     -14.8465
    1236      76.5880     -17.6754
    1237      93.2976     -16.5978
    1238      86.6335     -17.4322
    1239      83.6308     -17.9795
    1240      70.2911     -17.7076
    1241     100.2615     -15.9688
    1242     120.5313     -20.8985
    1243      87.9336     -17.4060
    1244      62.0078     -22.5936
    1245      40.0624     -17.8189
    1246      63.7598     -23.7467
    1247      74.7177     -22.2507
    1248      25.0987     -22.8190
    1249       5.8286     -24.0251
    1250     -22.5822     -21.0068
    1251      35.6976     -23.9768
    1252      33.9044     -18.2915
    1253      81.1575     -28.9444
    1254      50.0808     -26.6246
    1255      21.5359     -27.6614
    1256      -8.8404     -23.4729
    1257      -6.2031     -23.9946
    1258      73.8034     -21.7068
    1259      44.4951     -25.1957
    1260      22.3799     -27.1827
    1261     -11.5257     -21.6169
    1262      27.0076     -25.6067
    1263     -22.4437     -31.0201
    1264      72.2994     -34.0135
    1265      82.6379     -31.4911
    1266     -41.7708     -30.5985
    1267    -123.6545     -29.2355
    1268     -45.6385     -28.7074
    1269     -70.1459     -24.6337
    1270    -111.5844     -24.8011
    1271     -53.1957     -25.5027
    1272      32.4039     -30.2107
    1273      50.9596     -26.5806
    1274      81.8336     -24.9305
    1275     126.1775     -24.3445
    1276      41.5253     -24.8180
    1277      56.1234     -25.8617
    1278      93.2192     -24.0696
    1279      59.1901     -25.2055
    1280      68.6191     -22.5191
    1281      86.3973     -27.2585
    1282      67.0102     -30.5348
    1283     107.9554     -23.4808
    1284     103.9152     -26.3240
    1285      54.9118     -26.1555
    1286      23.4243     -33.3602
    1287      47.8269     -27.0824
    1288      92.9585     -20.1554
    1289      24.6792     -27.3271
    1290      30.9856     -23.2446
    1291      -0.0576     -18.4952
    1292      20.7643     -27.1889
    1293      33.7251     -32.4290
    1294      22.8337     -24.1691
    1295      10.8024     -26.3081
    1296      11.4042     -22.0332
    1297      50.4054     -24.4949
    1298      31.8436     -23.0221
    1299      41.6511     -28.1941
    1300      27.9101     -23.3665
    1301      18.2464     -26.9385
    1302      38.2289     -27.2876
    1303      36.3500     -26.4232
    1304      38.3421     -31.0969
    1305      45.0744     -21.6574
    1306      42.3005     -19.4447
    1307      17.8816     -16.2406
    1308      -5.1821     -24.0750
    1309      10.7562     -23.6576
    1310      12.2731     -32.7807
    1311      27.7192     -29.7467
    1312      13.5042     -20.5928
    1313      31.6512     -24.5093
    1314      21.9121     -26.7480
    1315      18.3039     -26.0087
    1316      32.2541     -17.2548
    1317      13.0092     -17.7612
    1318       4.3125     -21.7203
    1319      17.1955     -12.8356
    1320     -13.9487     -14.0006
    1321      27.1700     -15.9648
    1322       1.3914     -10.5884
    1323      24.5879     -16.9212
    1324      19.0609     -13.9722
    1325      34.3830     -18.6590
    1326      16.0505     -19.1969
    1327      -5.1576     -16.1632
    1328      -1.3082     -13.4854
    1329      10.4445     -17.8978
    1330       0.1051     -20.5422
    1331       6.6010     -17.1753
    1332      24.6105     -15.3878
    1333     -12.3916     -17.4791
    1334     -17.1835     -21.8306
    1335      12.4328     -19.3608
    1336       5.8454     -17.8734
    1337      -2.8353     -14.9156
    1338      -0.5288     -10.6100
    1339       0.1853     -15.5420
    1340     -17.8201     -23.9726
    1341      15.2127     -15.8077
    1342      49.5558     -12.6699
    1343      76.2877     -14.5939
    1344      50.6964     -15.5182
    1345      40.5141      -7.7140
    1346      30.0791      -6.8807
    1347      20.1823     -11.8053
    1348      34.4729      -9.4296
    1349      42.6266      -8.3486
    1350     122.6641      -9.5464
    1351      43.3368      -7.7761
    1352      10.0291      -4.4798
    1353      57.6491      -8.4102
    1354     -10.5716      -1.1528
    1355      25.5310     -10.3567
    1356       9.1391      -3.9060
    1357       8.7668     -14.8966
    1358      23.3845      -8.5671
    1359      29.9616     -19.1743
    1360      15.1871     -16.9251
    1361      31.8847     -15.5693
    1362      13.5792     -15.1870
    1363       7.3157     -15.0473
    1364      15.7277     -12.1391
    1365      28.3311     -12.4203
    1366     -19.8113      -8.9589
    1367      35.5988     -19.5425
    1368     -19.9310     -19.9539
    1369       3.0675     -15.3064
    1370      21.3606     -18.0170
    1371     -28.5236     -20.5762
    1372       7.2224     -24.2871
    1373       3.1191     -26.4561
    1374      11.6944     -17.6220
    1375      -8.5923     -16.3657
    1376       6.0070     -19.2340
    1377      25.1976     -15.7289
    1378      29.9896     -19.9027
    1379      42.2725     -22.2220
    1380     -25.2835     -20.1464
    1381      16.3232     -16.7663
    1382       0.3813     -12.4962
    1383      -3.8477     -14.2270
    1384      12.7493     -17.6183
    1385      41.1563     -19.3531
    1386      -3.5326     -16.9600
    1387      12.8470     -27.3963
    1388     -20.0467     -17.6387
    1389     -28.8444     -20.8472
    1390     -32.4461     -12.9396
    1391     -27.1220      -8.3903
    1392       1.4389      -4.2663
    1393       6.2886      -0.6352
    1394     -41.1975      -1.9543
    1395      -9.0485      -5.6334
    1396      -1.3606     -11.7677
    1397      -2.6027     -10.7968
    1398      -6.1667     -10.8697
    1399      -2.8606     -12.1034
    1400      -2.7050      -5.7308
    1401      13.9116     -14.1092
    1402       4.5437     -11.3061
    1403      36.5207      -5.1484
    1404     114.8428      -8.0459
    1405      92.6523      -4.2751
    1406      84.9049     -14.1152
    1407      30.3380     -12.0057
    1408      58.3093     -16.8354
    1409      64.3625     -21.6185
    1410      59.1677     -20.8322
    1411       7.3275     -16.6122
    1412      57.9504     -22.7436
    1413       6.4151     -25.4195
    1414      29.4150     -23.0703
    1415      40.6302     -19.8191
    1416      54.1551     -18.0646
    1417      62.7820     -20.5270
    1418      72.9480     -22.1767
    1419      75.2204     -27.0042
    1420      93.9950     -22.6337
    1421     112.7394     -18.6769
    1422      87.8215     -23.9668
    1423      84.1977     -30.2035
    1424     113.2570     -24.8324
    1425     109.8426     -29.5299
    1426      46.8343     -24.9913
    1427      47.8842     -22.9287
    1428      37.9503     -24.2825
    1429      81.9555     -20.1427
    1430      87.3641     -20.1278
    1431      94.7378     -27.2388
    1432      83.5575     -27.4493
    1433      78.2812     -22.4249
    1434      46.8534     -23.0094
    1435      61.4129     -14.0206
    1436      60.8925     -19.7453
    1437      68.6048     -19.8464
    1438      75.3651     -24.6381
    1439      54.7780     -28.1317
    1440     100.2555     -23.0657
    1441      89.7193     -26.8048
    1442     109.0847     -30.8737
    1443     133.2390     -29.6663
    1444      67.9469     -28.6203
    1445      76.2012     -23.4010
    1446      68.8312     -21.3341
    1447      48.1576     -23.6750
    1448       6.1002     -11.7883
    1449      96.4716     -15.6561
    1450      68.7241     -19.6369
    1451      96.1368     -18.7466
    1452      52.9337     -15.4248
    1453      76.4749     -11.5365
    1454      33.1189      -9.9328
    1455      12.6779      -8.5758
    1456      82.3430     -14.9025
    1457     109.1530     -15.3098
    1458      69.4119     -13.0529
    1459      78.8019      -7.3987
    1460      52.3473      -9.7061
    1461      63.8337     -13.8595
    1462      16.2816      -7.1668
    1463       5.1573      -6.8085
    1464      11.8691      -8.4256
    1465      12.9434     -10.9877
    1466      10.3290     -12.2595
    1467      38.8291     -10.4365
    1468      13.3197     -14.3185
    1469      80.9042     -14.1860
    1470      15.8499      -9.9753
    1471      12.0403     -11.5160
    1472      32.4206     -14.6955
    1473      43.7557     -11.1993
    1474       4.4350     -14.7209
    1475      18.6579     -13.4841
    1476      10.7046     -15.3188
    1477      42.2806     -19.1401
    1478      20.3800     -16.0547
    1479      12.7224     -18.7306
    1480      19.2976     -19.9792
    1481      63.6508     -20.8949
    1482      34.3101     -21.6466
    1483      75.0807     -22.9277
    1484      -0.1984     -23.6752
    1485     -46.6183     -15.9022
    1486      27.8562     -28.0704
    1487      22.9601     -29.3559
    1488     -23.4272     -23.2976
    1489      -0.9205     -28.7681
    1490      44.8706     -30.4298
    1491      -1.5605     -24.3550
    1492      16.2695     -25.0183
    1493      65.0024     -29.8853
    1494      27.2186     -26.7091
    1495       6.0872     -25.1469
    1496       9.5862     -32.8583
    1497      28.4848     -22.8379
    1498      35.6751     -24.7901
    1499      31.7000     -23.1567
    1500      54.2102     -32.4744
    1501      63.8010     -32.8232
    1502      55.0518     -28.5972
    1503      93.8231     -31.0249
    1504      75.3829     -29.7733
    1505      60.1056     -30.5441
    1506      52.2088     -21.0887
    1507      59.8796     -15.0618
    1508     110.8790     -18.9233
    1509      64.6630     -17.9368
    1510      74.7373     -16.8676
    1511      66.3672     -22.1220
    1512      68.5023     -20.5250
    1513      28.8900     -17.9519
    1514      30.4148     -18.1031
    1515      37.3588     -12.6776
    1516      67.9096     -13.7680
    1517      34.0935     -20.0664
    1518      51.0602     -20.9094
    1519      38.5933     -16.5660
    1520     -31.7752     -15.5160
    1521      47.3080     -17.1156
    1522      27.6622     -15.3750
    1523     -10.6408     -15.0963
    1524      30.5323     -17.6704
    1525     -66.4393     -21.3256
    1526       3.1786     -20.3791
    1527     -21.3845     -22.4554
    1528     -31.8286     -20.3700
    1529     -58.7579     -17.7909
    1530     -32.5785     -17.3944
    1531     -56.6518     -14.8142
    1532     -95.0686     -11.7416
    1533    -137.4899     -17.6397
    1534    -144.0135     -19.9247
    1535    -139.2972     -21.2833
    1536    -162.6084     -13.8964
    1537    -160.4423     -20.5567
    1538    -154.7569     -21.0045
    1539    -160.7277     -24.4456
    1540    -199.7845     -18.2379
    1541    -173.5452     -29.0147
    1542    -188.8941     -25.6506
    1543    -226.0467     -18.9377
    1544    -188.4800     -19.8300
    1545    -190.5642     -14.2028
    1546    -156.8916     -26.1005
    1547    -209.4786     -20.1102
    1548    -204.9516     -20.3975
    1549    -215.6006     -18.1639
    1550    -166.5308     -25.1209
    1551    -213.3523     -19.6283
    1552    -219.2055     -28.1675
    1553    -203.7894     -27.7611
    1554    -176.9113     -23.6653
    1555    -188.9867     -23.3672
    1556    -207.2309     -24.8726
    1557    -186.1418     -19.8417
    1558    -186.9054     -15.9637
    1559    -183.5645     -20.4540
    1560    -177.9637     -20.2541
    1561    -145.9945     -28.3046
    1562    -199.5436     -18.1613
    1563    -160.7886     -20.9635
    1564    -187.2363     -25.7785
    1565    -190.5119     -23.1004
    1566    -149.7102     -20.5386
    1567    -216.7209     -20.4509
    1568    -235.7423     -26.9235
    1569    -174.9070     -30.7337
    1570    -195.7249     -25.0585
    1571    -181.3980     -26.5960
    1572    -177.6703     -23.4380
    1573    -163.0813     -24.8720
    1574    -175.6582     -28.3035
    1575    -167.7101     -32.1529
    1576    -157.6302     -28.2277
    1577    -173.3124     -21.1008
    1578    -151.0862     -34.6464
    1579    -157.6405     -25.4512
    1580    -165.1240     -23.2319
    1581    -145.9489     -30.6473
    1582    -153.2851     -30.5030
    1583    -140.1191     -24.6497
    1584    -158.4352     -23.1733
    1585    -159.7316     -24.6444
    1586    -176.6783     -29.0413
    1587    -157.9220     -24.9344
    1588    -143.2665     -25.2565
    1589    -136.5456     -22.3072
    1590    -137.4795     -25.1081
    1591    -171.5408     -15.3726
    1592    -179.9176     -17.5937
    1593    -162.5660     -18.9551
    1594    -215.7692     -12.9856
    1595    -183.4291      -8.7760
    1596    -177.7200     -15.1655
    1597    -208.9569     -13.2030
    1598    -173.5758     -22.8411
    1599    -209.0122     -14.7814
    1600    -160.6308     -15.9045
    1601    -230.6866      -6.1174
    1602    -220.7856     -19.4135
    1603    -193.3064     -20.9420
    1604    -217.9842     -18.4777
    1605    -209.6962     -16.2189
    1606    -154.2116     -13.6501
    1607    -203.1676     -29.2124
    1608    -195.2375     -20.3295
    1609    -219.5997     -21.0668
    1610    -199.4840     -25.8793
    1611    -195.3160     -28.5532
    1612    -213.9455     -19.0742
    1613    -198.2345     -16.8849
    1614    -216.0666     -22.1883
    1615    -201.3825     -26.1056
    1616    -176.0082     -19.8015
    1617    -141.3744     -24.3344
    1618    -217.3020     -27.6862
    1619    -180.0330     -17.9963
    1620    -119.2271     -24.1769
    1621    -196.1276     -24.7374
    1622    -199.0213     -26.8689
    1623    -211.6553     -29.1280
    1624    -200.0871     -27.9401
    1625    -175.6301     -32.6783
    1626    -190.9751     -24.5634
    1627    -171.2573     -24.2588
    1628    -194.1104     -21.3113
    1629    -186.5433     -24.0650
    1630    -184.3161     -27.9773
    1631    -190.8462     -25.2474
    1632    -224.6898     -15.4101
    1633    -193.6306     -14.6973
    1634    -193.0051     -19.5709
    1635    -199.1142     -17.5164
    1636    -168.1793     -21.2438
    1637    -152.5337     -17.5664
    1638    -191.1731     -21.2155
    1639    -166.6513     -29.2583
    1640    -174.2165     -19.6421
    1641    -208.0139     -23.1638
    1642    -220.1097     -17.4139
    1643    -127.7586     -28.0506
    1644    -131.8558     -25.2334
    1645    -178.4102     -29.8256
    1646    -178.1378     -28.3169
    1647    -171.4101     -28.2534
    1648    -180.4065     -31.6290
    1649    -170.3975     -31.8151
    1650    -165.9572     -33.4891
    1651    -186.4722     -29.7996
    1652    -180.8805     -32.4123
    1653    -159.3402     -24.1925
    1654    -182.9264     -32.0786
    1655    -180.6148     -30.5422
    1656    -186.8413     -30.7299
    1657    -109.0997     -29.6033
    1658     -54.4084     -30.2848
    1659    -102.6698     -29.1937
    1660    -113.8129     -24.5906
    1661     -76.9390     -33.7285
    1662     -79.1985     -32.5481
    1663     -99.6500     -33.9682
    1664     -90.8252     -30.0697
    1665    -105.4676     -32.2001
    1666     -82.1219     -35.7230
    1667     -73.3427     -32.0924
    1668     -52.7563     -31.3281
    1669     -90.6123     -35.1253
    1670    -105.4146     -30.6559
    1671     -83.9562     -30.7886
    1672     -88.9631     -25.8856
    1673     -71.4161     -32.5350
    1674     -75.9485     -23.7153
    1675     -79.8468     -23.1638
    1676     -35.8161     -24.4292
    1677    -104.5221     -24.8781
    1678     -88.1293     -21.7121
    1679     -84.5329     -19.0578
    1680     -86.5009     -22.3250
    1681     -56.3300     -27.2930
    1682     -60.8923     -25.2188
    1683    -113.3017     -25.4235
    1684     -77.0218     -25.9564
    1685    -122.2204     -21.7488
    1686    -149.2639     -25.3201
    1687     -93.4759     -26.5132
    1688    -132.2013     -28.5069
    1689    -102.0248     -29.5065
    1690     -87.6952     -25.7400
    1691    -117.1369     -28.4316
    1692    -146.6283     -21.6718
    1693    -102.8327     -23.8326
    1694     -94.6596     -18.7775
    1695     -49.7317     -25.1908
    1696     -91.3879     -19.4753
    1697     -72.4694     -24.9780
    1698     -86.3005     -22.2492
    1699    -109.6293     -25.7000
    1700     -99.7837     -26.2083
    1701     -90.4178     -22.9225
    1702     -99.4851     -24.8901
    1703     -73.3109     -21.0678
    1704     -96.4812     -26.6430
    1705    -108.9999     -30.3579
    1706    -107.1424     -26.2699
    1707     -91.6798     -32.3497
    1708     -99.0514     -26.0241
    1709     -81.2508     -30.9713
    1710    -161.6957     -15.8458
    1711    -106.7474     -26.8707
    1712    -112.5047     -24.6595
    1713     -78.7347     -31.3937
    1714     -91.3669     -22.7173
    1715    -103.1522     -28.1830
    1716     -78.6900     -31.3322
    1717     -59.0582     -30.0011
    1718    -141.5340     -24.7352
    1719    -142.5056     -24.0974
    1720    -150.7644     -27.0178
    1721    -128.6158     -16.7929
    1722    -140.4708     -29.2166
    1723    -155.3542     -26.3078
    1724    -126.6777     -31.7312
    1725     -81.4218     -28.7897
    1726    -109.4718     -27.1397
    1727    -124.6442     -22.0795
    1728     -91.5714     -30.5790
    1729    -110.4039     -30.1209
    1730    -110.3034     -25.9487
    1731     -63.8161     -30.7356
    1732     -68.8291     -32.1986
    1733     -89.4886     -32.8081
    1734    -129.6692     -30.4369
    1735     -69.0299     -36.1017
    1736    -157.0751     -27.3745
    1737    -179.7046     -29.5780
    1738    -170.9094     -31.8364
    1739    -134.0447     -35.4903
    1740    -114.6371     -28.5359
    1741    -181.1775     -22.5474
    1742     -92.9078     -27.0159
    1743    -129.2905     -23.4009
    1744    -206.2627     -15.5024
    1745    -115.4899     -27.5848
    1746    -180.5092     -28.8352
    1747    -179.8194     -27.2944
    1748    -149.5519     -28.3434
    1749    -138.4108     -18.8171
    1750    -156.1856     -16.3275
    1751    -102.9337     -23.2109
    1752     -76.4837     -17.5578
    1753     -54.0624     -14.3083
    1754    -142.5545     -16.7520
    1755    -167.8860     -18.4119
    1756    -183.4068     -25.7560
    1757    -176.6446     -28.8367
    1758    -207.0851     -20.0680
    1759    -213.8242     -22.9106
    1760    -206.3181     -21.5330
    1761    -161.4952     -24.1044
    1762    -182.8899     -24.9411
    1763    -228.2521     -23.7130
    1764    -204.4798     -14.9595
    1765    -203.2312     -25.7507
    1766    -216.8704     -20.7624
    1767    -180.7086     -25.0544
    1768    -214.3822     -19.9560
    1769    -232.0103     -18.5822
    1770    -206.0211     -15.0409
    1771    -215.3200     -20.1843
    1772    -187.5345     -23.6652
    1773    -220.1380     -23.2634
    1774    -186.0574     -17.5744
    1775    -184.5117     -22.6938
    1776    -180.4074     -18.2439
    1777    -171.4910     -18.8019
    1778    -170.5933     -16.5833
    1779    -148.6171     -11.1177
    1780    -158.5154     -12.0675
    1781    -136.0116     -11.9562
    1782    -149.4835     -20.1310
    1783    -168.1448     -22.5120
    1784    -136.9410     -25.9279
    1785    -113.7575     -23.6603
    1786    -173.0002     -20.0778
    1787    -227.2979     -18.6455
    1788    -226.7555     -13.0674
    1789    -231.1175     -18.9433
    1790    -190.2509     -11.4355
    1791    -173.0368     -11.0827
    1792    -105.2490     -15.3693
    1793    -107.9412     -15.5164
    1794    -101.1268     -10.9821
    1795    -123.1556     -15.8527
    1796    -131.5439     -15.9573
    1797    -188.7013     -15.2608
    1798    -209.1357     -10.9642
    1799    -167.8541     -14.6346
    1800    -122.3539      -7.1759
    1801    -113.9548     -20.9316
    1802    -215.8878     -15.1322
    1803    -196.2339     -21.8867
    1804    -198.4197     -17.8939
    1805    -211.5142     -21.2283
    1806    -217.7374     -13.6652
    1807    -213.4448     -16.5101
    1808    -194.4361     -23.8560
    1809    -225.3955     -12.9363
    1810    -192.5902     -13.2317
    1811     -89.0248     -21.8763
    1812    -142.0386     -16.7798
    1813    -184.2688     -21.3658
    1814    -180.7844     -25.1401
    1815    -191.8121     -19.9319
    1816     -76.4940     -21.4748
    1817    -101.1352     -16.3735
    1818    -102.2987     -18.1957
    1819     -52.4449     -17.2552
    1820     -65.5027     -17.6898
    1821     -50.7677     -17.9406
    1822     -30.3717     -15.7604
    1823     -20.7746     -21.3306
    1824     -46.0660     -11.8528
    1825     -48.8356     -12.3527
    1826     -68.7383      -8.8320
    1827     -49.8382      -7.0699
    1828     -29.0758      -9.3483
    1829       5.1878      -6.9637
    1830     -50.5349      -4.1007
    1831      -9.5146     -12.2672
    1832     -35.7196     -14.4695
    1833     -63.7364     -11.3662
    1834     -66.9837     -11.3347
    1835     -43.7414     -13.7576
    1836     -28.5563     -13.2056
    1837     -28.3052      -7.6151
    1838     -69.1451      -6.5815
    1839      -8.3596      -1.0888
    1840     -41.8274      -4.8850
    1841     -39.4596      -3.7782
    1842     -48.3955     -15.3298
    1843     -68.8243     -11.2513
    1844     -48.9180      -7.8806
    1845     -12.5162     -10.1520
    1846     -48.0545     -23.0878
    1847     -80.0829     -17.5729
    1848     -90.9727     -21.4605
    1849     -60.8189     -17.9101
    1850     -14.4614     -19.8284
    1851     -77.7981     -20.0201
    1852     -30.2349     -22.5775
    1853     -78.0020     -14.3102
    1854     -54.9062     -17.3731
    1855     -29.1026     -19.5680
    1856     -37.4743     -17.0748
    1857     -53.2955     -16.8575
    1858     -46.2978     -23.8746
    1859     -15.6776     -20.6697
    1860     -37.1829     -23.7510
    1861     -39.0033     -24.3737
    1862     -55.5267     -18.5878
    1863     -27.6643     -18.4221
    1864     -42.7055     -21.3835
    1865     -60.4001     -23.8455
    1866     -56.7399     -25.3450
    1867     -28.7342     -18.5528
    1868     -37.6030     -15.9115
    1869     -40.1734     -14.6350
    1870     -13.5322     -21.0125
    1871     -44.6421     -20.6507
    1872      -8.1015     -22.7041
    1873     -37.7400     -15.3128
    1874      -9.0118     -15.0983
    1875     -40.3245     -13.1890
    1876     -17.2696     -24.7859
    1877     -28.5731     -16.6502
    1878     -51.5120     -14.3479
    1879     -42.7507     -10.8756
