#Frame     GSA[EELEC]    GSA[EVDW]
    1880     -55.2107     -14.9261
    1881       6.7248      -9.7957
    1882     -15.6590     -10.0573
    1883     -15.0218     -13.7166
    1884       0.7284     -18.6837
    1885     -27.8297      -9.4550
    1886       2.2550     -17.0627
    1887     -21.6622     -15.0622
    1888      18.5372      -9.7696
    1889      58.0739     -10.3214
    1890      52.2060     -14.4833
    1891      32.1747     -17.8687
    1892      20.9535     -16.4013
    1893      94.6606     -26.6414
    1894      78.5817     -19.9668
    1895     115.2217     -17.2668
    1896      67.2772     -26.7627
    1897      43.9377     -18.7602
    1898      38.8241     -28.8195
    1899     106.2717     -31.0145
    1900      79.8101     -29.3940
    1901      50.6975     -27.4184
    1902      95.3509     -29.6739
    1903     104.7250     -30.8264
    1904     100.8268     -31.5205
    1905      93.8440     -27.9937
    1906     113.1008     -34.3008
    1907     134.6676     -29.4625
    1908      86.1447     -26.6357
    1909      55.6544     -32.9723
    1910      99.8070     -24.6217
    1911      34.7163     -31.9441
    1912      39.4764     -29.1851
    1913      17.7927     -30.5837
    1914      55.7157     -33.2757
    1915      60.3642     -29.2664
    1916      65.4749     -29.8691
    1917      39.6381     -30.9065
    1918     120.9662     -29.5059
    1919      77.6323     -29.0137
    1920      98.6574     -31.1194
    1921      16.5871     -32.3154
    1922       3.0039     -28.2356
    1923      60.8880     -31.2408
    1924      21.7524     -27.7749
    1925      47.3374     -33.1983
    1926      42.5550     -29.9119
    1927      52.9444     -29.3300
    1928      52.4167     -31.5995
    1929      56.1452     -30.0633
    1930       4.6332     -34.7586
    1931      59.2307     -33.4761
    1932       6.0027     -33.2470
    1933      26.6089     -32.6685
    1934      43.5441     -31.7465
    1935      49.2531     -35.4719
    1936      45.4062     -33.8003
    1937      -8.7086     -37.8695
    1938     -14.4772     -29.3170
    1939      36.5492     -28.2216
    1940      31.3973     -30.4931
    1941      45.8409     -27.6785
    1942      19.0785     -30.0506
    1943      36.6441     -29.1685
    1944      20.9501     -32.1856
    1945      77.8311     -26.7325
    1946      80.9217     -26.0534
    1947     -15.8902     -29.7589
    1948      26.3765     -26.6274
    1949      45.3325     -25.4695
    1950     211.0019     -27.3461
    1951     200.0915     -22.4248
    1952     211.5771     -21.5714
    1953     192.0872     -24.8263
    1954     169.1081     -24.6457
    1955     188.2645     -25.0180
    1956     213.3093     -19.1746
    1957     150.4057     -24.9409
    1958     140.4291     -27.9652
    1959     173.0438     -27.8799
    1960     189.2459     -29.9557
    1961     227.0272     -26.2706
    1962     212.5437     -29.8193
    1963     216.6838     -28.5090
    1964     242.4351     -26.4023
    1965     204.2492     -32.0285
    1966     208.7105     -24.8528
    1967     205.1517     -29.1526
    1968     218.1816     -30.7626
    1969     156.1755     -27.0041
    1970     149.0610     -24.3017
    1971      49.3337     -25.4558
    1972      34.9605     -26.4559
    1973      58.3742     -25.0604
    1974      53.0608     -27.3310
    1975      28.3263     -28.3039
    1976      17.7916     -27.3972
    1977      -1.0909     -33.1008
    1978      18.2387     -33.8251
    1979      -8.6049     -28.9446
    1980     -47.5436     -25.7502
    1981      -9.3295     -26.8530
    1982     161.7076     -25.8078
    1983     122.7271     -23.8499
    1984      72.1862     -32.6745
    1985      56.9322     -23.2372
    1986      50.5133     -27.7762
    1987     140.0542     -29.6683
    1988     164.5213     -29.7887
    1989     100.5389     -27.1603
    1990      92.9742     -32.6093
    1991      97.9146     -30.9376
    1992     109.4574     -27.8345
    1993     117.2909     -31.9980
    1994     113.3606     -29.8576
    1995     185.8584     -32.4983
    1996     242.0261     -30.5748
    1997     138.4076     -28.5544
    1998       6.8244     -25.6881
    1999      14.5516     -33.8986
    2000      42.9327     -35.7065
    2001     -18.9021     -28.9250
    2002      -0.1399     -35.6591
    2003      13.2623     -23.0778
    2004      23.5628     -25.9314
    2005      21.6383     -33.1621
    2006      -2.3505     -32.5648
    2007       6.6356     -27.2408
    2008      -0.1283     -31.8726
    2009      -8.0259     -33.0209
    2010      -5.3847     -26.4467
    2011       7.9748     -24.2718
    2012      46.1002     -32.8370
    2013      37.5838     -29.4038
    2014      71.4017     -23.2772
    2015      32.4769     -21.4852
    2016      70.4735     -28.6508
    2017      58.4292     -28.8277
    2018      30.1423     -29.9627
    2019      51.3996     -28.3020
    2020      62.3721     -26.8817
    2021      84.2882     -27.0605
    2022      97.2793     -26.8236
    2023     125.9906     -29.2325
    2024     160.2588     -28.0143
    2025     187.2082     -24.4247
    2026     135.5211     -28.7089
    2027     153.1944     -28.0831
    2028     172.6776     -29.2172
    2029      77.8466     -26.7854
    2030      88.2979     -28.0430
    2031      79.1010     -25.7572
    2032      83.7500     -30.0272
    2033      75.6645     -28.2383
    2034      99.1360     -32.8044
    2035      56.4130     -30.9676
    2036     103.2727     -32.5698
    2037      79.7858     -28.1215
    2038      65.1596     -25.6056
    2039      93.0954     -30.8779
    2040      65.2313     -29.0888
    2041      89.7427     -28.0554
    2042      44.7707     -26.8272
    2043      60.0438     -23.7207
    2044      46.1873     -27.4149
    2045      87.8837     -24.2320
    2046      83.2110     -26.5380
    2047      91.1292     -28.3673
    2048     108.3086     -19.4471
    2049     115.4569     -22.4817
    2050      99.3134     -28.1366
    2051     161.4566     -34.4834
    2052     153.6327     -30.6964
    2053     190.1171     -36.7340
    2054     152.1377     -37.5620
    2055     203.4988     -33.1175
    2056     182.9319     -35.3119
    2057     108.8699     -28.9490
    2058     176.9629     -37.1122
    2059     142.9101     -38.0176
    2060     146.8211     -34.5686
    2061     140.6274     -42.3552
    2062      62.5131     -40.8788
    2063      14.9915     -39.8487
    2064      40.0688     -30.9597
    2065      50.0521     -35.8976
    2066      40.7945     -32.2050
    2067      62.3504     -32.9761
    2068      85.8597     -35.1176
    2069      97.5571     -36.3054
    2070      86.3215     -38.4907
    2071      88.7799     -41.4186
    2072      78.5146     -36.5487
    2073      80.4748     -34.3453
    2074      47.4512     -37.6987
    2075      67.5867     -32.7438
    2076      91.8810     -35.7319
    2077      54.4231     -36.1441
    2078      56.6201     -35.5360
    2079      75.0003     -38.9441
    2080      73.9607     -34.0198
    2081      82.3087     -37.7033
    2082      74.2485     -32.2763
    2083      94.1760     -35.3515
    2084      89.0833     -35.3502
    2085      92.2530     -42.2964
    2086      83.4586     -36.1669
    2087     105.8687     -33.8915
    2088      84.7098     -33.9110
    2089     131.0872     -38.0292
    2090      80.5485     -38.2366
    2091      82.4416     -37.6068
    2092      41.8308     -38.1432
    2093      53.3541     -31.8351
    2094      55.6343     -32.8734
    2095      67.3628     -30.0811
    2096      67.0450     -36.8073
    2097      51.4092     -33.9083
    2098      57.2452     -34.1306
    2099      89.5789     -31.8163
    2100      78.4658     -29.2750
    2101      74.5013     -33.9957
    2102      63.6222     -32.9475
    2103      62.2753     -29.5287
    2104      70.3323     -33.7896
    2105      74.6472     -36.0616
    2106      72.8096     -25.6684
    2107     121.9590     -35.4687
    2108      91.8210     -38.6767
    2109     109.8062     -35.0996
    2110      72.3398     -41.0499
    2111      95.4475     -40.8197
    2112      50.0178     -35.8292
    2113      66.2433     -42.2753
    2114      38.1346     -40.3625
    2115      37.9704     -36.8845
    2116      29.1001     -38.8968
    2117      69.1532     -36.5513
    2118      33.9146     -37.1665
    2119      28.7268     -33.2292
    2120      65.8990     -27.5476
    2121      36.5435     -28.9071
    2122      30.4343     -33.6801
    2123      46.3623     -33.2884
    2124       5.0238     -28.8674
    2125      56.9813     -31.0405
    2126      45.8650     -34.1866
    2127      76.7378     -32.1488
    2128      55.6251     -34.2933
    2129     107.3166     -35.6201
    2130      87.0097     -38.7749
    2131      49.6845     -36.1850
    2132      83.3923     -30.1130
    2133      68.5166     -36.1338
    2134      62.7907     -27.6496
    2135      58.7000     -34.2274
    2136      61.1815     -38.3560
    2137      69.3102     -39.7046
    2138     116.5957     -36.9661
    2139      60.2597     -42.2192
    2140      85.6507     -34.2997
    2141     104.7945     -41.3006
    2142      94.5128     -47.1467
    2143      67.7882     -40.8953
    2144      77.1738     -41.0496
    2145      53.0863     -43.0357
    2146      44.7947     -41.1914
    2147      54.6648     -35.5648
    2148      -3.0067     -40.5159
    2149      -2.5097     -46.8680
    2150      26.3187     -39.7939
    2151      50.6381     -37.4372
    2152      45.4693     -38.4080
    2153      42.0444     -38.1013
    2154      72.8133     -38.4644
    2155      56.4222     -35.0610
    2156      96.3958     -37.6803
    2157      81.2107     -38.2004
    2158      97.9399     -45.4992
    2159     103.0408     -39.8605
    2160      44.0575     -41.3901
    2161      75.1787     -41.1599
    2162      62.2100     -38.7209
    2163      65.3355     -43.1568
    2164     105.9100     -43.9126
    2165      54.2518     -43.5991
    2166      96.0664     -46.6960
    2167      91.4203     -46.9044
    2168     116.5216     -46.3841
    2169     119.5033     -45.2132
    2170     125.4609     -45.6785
    2171     104.3706     -48.5239
    2172      49.6913     -44.9460
    2173      60.6062     -46.4644
    2174      83.5311     -43.1670
    2175     113.7601     -46.7255
    2176     173.0815     -40.3005
    2177     135.0669     -42.0650
    2178     137.1858     -45.7694
    2179     132.4443     -39.3171
    2180     155.8365     -42.1493
    2181     149.8846     -45.5550
    2182      85.0918     -39.5398
    2183      92.3964     -38.6910
    2184     116.7284     -42.1156
    2185     129.2663     -38.7069
    2186     138.7175     -45.0735
    2187     199.9096     -42.0722
    2188     140.9936     -43.7125
    2189     137.1569     -39.5220
    2190     146.4759     -42.6269
    2191     172.9827     -41.6301
    2192     153.3682     -43.0911
    2193     135.4418     -43.4857
    2194     153.5651     -42.3396
    2195     184.4248     -42.8398
    2196     149.4820     -41.0199
    2197     142.2920     -40.1806
    2198     133.2566     -38.7202
    2199      72.7970     -38.9609
    2200     128.1873     -37.3512
    2201     160.3593     -40.6608
    2202     167.1163     -37.0485
    2203     147.4817     -37.3091
    2204     142.6831     -41.5374
    2205     161.8832     -34.9860
    2206     147.9698     -36.1045
    2207     152.3468     -37.5811
    2208     144.3877     -30.1367
    2209     110.8509     -32.3995
    2210     122.0898     -41.0601
    2211      55.0807     -38.5921
    2212      45.7132     -42.0329
    2213      43.0904     -47.6185
    2214      52.2955     -51.5042
    2215      41.0963     -47.4961
    2216      29.5394     -41.0121
    2217      62.7344     -42.3879
    2218      64.3338     -48.0419
    2219      56.1391     -46.1401
    2220      82.9977     -52.1415
    2221      94.3683     -43.1596
    2222      83.5943     -39.6531
    2223      27.4709     -54.1693
    2224      53.6831     -47.3967
    2225      74.6257     -49.7068
    2226      49.4536     -44.5085
    2227      37.3194     -43.1225
    2228      30.3745     -46.2253
    2229      24.1285     -47.7787
    2230      10.1682     -48.3805
    2231      51.6993     -45.9858
    2232      30.2328     -46.4560
    2233     147.7429     -51.4304
    2234     107.7154     -46.3690
    2235     102.9026     -47.2226
    2236     136.6666     -45.3109
    2237     163.3721     -46.5695
    2238     124.5994     -51.6840
    2239     134.7181     -51.1745
    2240     138.6549     -52.5037
    2241     120.0516     -51.1999
    2242     138.0885     -49.2220
    2243     175.8126     -53.8843
    2244     120.9046     -55.7908
    2245     129.7254     -44.6308
    2246     127.4761     -43.7010
    2247     155.6647     -46.6671
    2248     145.8603     -45.9092
    2249     177.2935     -51.9917
    2250     129.6585     -49.2106
    2251     218.7667     -56.7552
    2252     214.2770     -51.4021
    2253     183.9170     -53.7841
    2254     232.4450     -50.7968
    2255     179.7846     -50.7674
    2256     168.6065     -52.0078
    2257     181.0115     -48.9113
    2258     186.9513     -53.0126
    2259     164.9371     -43.9850
    2260     149.5346     -47.1494
    2261     123.0360     -47.3845
    2262     182.4617     -46.0432
    2263     100.2598     -50.4779
    2264     110.8978     -47.8809
    2265     135.0148     -52.7901
    2266     145.9121     -44.4974
    2267     154.4268     -37.7524
    2268     132.7316     -40.1357
    2269     154.9702     -39.9375
    2270      97.0538     -49.4641
    2271     136.7511     -40.1417
    2272     136.8828     -42.8115
    2273     170.3850     -43.1703
    2274     174.1811     -50.0111
    2275     186.6712     -42.6186
    2276     173.2093     -47.7572
    2277     164.9366     -43.1142
    2278     177.6170     -42.8253
    2279     178.0860     -47.2432
    2280     149.6361     -47.1852
    2281     116.0502     -41.5632
    2282      69.2136     -35.9517
    2283     141.3246     -38.5691
    2284     127.7396     -39.6862
    2285     119.4593     -38.8953
    2286     137.0434     -41.3339
    2287      75.7643     -41.8725
    2288      98.3595     -41.7734
    2289     102.6376     -44.0386
    2290      97.8508     -44.1914
    2291     119.5811     -38.4388
    2292     152.6523     -41.3789
    2293     139.2991     -45.6650
    2294     139.4047     -48.1436
    2295     102.3275     -46.8768
    2296      71.1437     -39.8049
    2297      53.2456     -43.5212
    2298     146.9666     -43.4230
    2299     129.7287     -45.1909
    2300      93.4580     -32.3603
    2301      89.2239     -43.9416
    2302     132.9044     -45.9240
    2303     100.3646     -53.3399
    2304      81.1200     -53.9789
    2305     162.5648     -48.1135
    2306      97.0252     -44.2214
    2307     136.7086     -48.2953
    2308     175.0113     -43.6046
    2309     174.2041     -47.3122
    2310     167.8412     -44.3179
    2311     185.7660     -49.7356
    2312     118.5257     -48.2451
    2313      86.6531     -43.0732
    2314      59.7523     -41.3295
    2315      46.7261     -51.5836
    2316     109.6457     -47.8624
    2317     126.6427     -47.6247
    2318     107.9651     -39.8073
    2319     154.9583     -41.6541
    2320     108.4379     -46.5210
    2321     152.0141     -42.4738
    2322     116.6466     -51.8576
    2323      90.9852     -49.1479
    2324     135.6696     -52.0357
    2325     111.5269     -51.3135
    2326     106.0910     -48.7828
    2327      95.6233     -51.1655
    2328     147.4166     -50.9798
    2329     159.5737     -52.9338
    2330     130.4893     -53.2467
    2331     108.2892     -51.6399
    2332     155.8073     -45.1142
    2333     114.4304     -46.4716
    2334     138.8371     -50.0669
    2335      52.3468     -44.5983
    2336      54.7965     -45.2159
    2337      97.4211     -48.9348
    2338      60.7830     -44.8625
    2339      59.7301     -48.9030
    2340      59.3407     -44.1757
    2341      27.3487     -45.8188
    2342     -20.4077     -40.4324
    2343     -39.7122     -50.7332
    2344     -41.7710     -42.5473
    2345     -31.2893     -39.3264
    2346     -25.7390     -43.7615
    2347       0.4292     -42.2036
    2348     -44.6169     -42.7077
    2349     -34.4063     -40.1031
    2350     -23.5668     -44.4353
    2351     -35.1630     -44.1030
    2352     -16.5122     -47.3134
    2353    -113.3689     -39.8189
    2354     -84.1074     -41.5041
    2355    -147.5780     -40.7646
    2356    -149.6912     -34.3767
    2357    -123.3166     -40.6614
    2358    -116.0815     -40.3009
    2359    -149.7764     -40.2598
    2360    -103.4957     -43.4658
    2361    -127.9424     -44.6130
    2362    -106.6121     -38.3368
    2363    -121.1150     -40.8687
    2364    -141.1559     -32.0998
    2365    -148.9825     -35.2314
    2366    -129.9683     -33.8219
    2367    -128.1181     -37.5859
    2368     -78.7564     -36.9120
    2369     -99.5916     -37.1908
    2370    -136.4780     -39.9139
    2371    -114.6541     -30.5169
    2372    -105.3257     -33.1377
    2373     -39.8775     -33.7692
    2374     -88.1013     -34.0753
    2375       8.7199     -40.1293
    2376     -39.6344     -40.2868
    2377      -8.0648     -37.3678
    2378     -16.1167     -35.8272
    2379       1.3662     -41.7258
    2380      12.4282     -38.5001
    2381       8.4591     -39.8400
    2382      16.3155     -41.6872
    2383      27.5593     -36.4959
    2384      59.1278     -36.8314
    2385      87.4920     -36.0148
    2386      39.9261     -36.5215
    2387     -37.5180     -40.3651
    2388       8.9740     -39.3794
    2389      58.1454     -41.3610
    2390      30.2351     -37.1478
    2391      15.5510     -41.5113
    2392      34.7938     -37.8821
    2393      20.6597     -36.3438
    2394      14.1336     -38.2871
    2395      37.7989     -33.7197
    2396      66.2467     -34.8010
    2397      -1.0311     -41.5155
    2398     -31.0017     -30.3845
    2399     -12.1733     -36.8980
    2400     -83.6321     -38.2320
    2401     -92.7378     -40.9109
    2402     -59.7336     -37.7891
    2403    -107.8607     -46.0370
    2404     -79.8275     -42.9637
    2405     -44.9811     -35.7087
    2406     -36.3777     -36.5269
    2407      11.7895     -37.8617
    2408     -15.4833     -38.0779
    2409      -1.8914     -33.8404
    2410      64.2652     -31.4124
    2411      46.9093     -32.0609
    2412      98.4125     -33.3585
    2413      86.4264     -30.9067
    2414      88.3863     -27.2458
    2415      68.5750     -33.0201
    2416     110.3613     -29.2050
    2417      59.3836     -34.7074
    2418      76.4721     -32.3425
    2419      75.5589     -33.9777
    2420      76.1641     -30.2769
    2421      69.7874     -33.0099
    2422      68.1946     -32.7892
    2423      67.5540     -32.6131
    2424      36.5101     -37.8960
    2425      95.5735     -35.3761
    2426      40.0135     -34.0253
    2427      53.1683     -36.3170
    2428    -112.2290     -41.8936
    2429    -126.7491     -36.4741
    2430     -89.5031     -38.7349
    2431     -60.0074     -35.9008
    2432     -92.7865     -39.3412
    2433     -34.2831     -39.6455
    2434      21.8536     -40.7355
    2435     -64.9638     -41.6163
    2436     -67.4580     -43.1223
    2437     -58.4026     -43.9840
    2438     -48.0588     -42.0419
    2439     -76.4771     -38.0976
    2440     -48.1929     -40.6832
    2441     -77.7341     -34.7204
    2442    -120.2673     -39.4920
    2443    -108.8392     -37.7313
    2444     -47.1905     -41.8249
    2445      -0.8746     -37.8346
    2446       2.6491     -35.6673
    2447      21.7672     -43.1958
    2448      65.3944     -40.6746
    2449      46.1324     -39.4197
    2450     -67.2279     -42.7928
    2451     -37.1982     -40.2927
    2452     -95.4459     -44.9987
    2453     -25.5779     -41.6540
    2454     -30.7606     -38.3018
    2455     -35.5629     -39.7528
    2456      13.0491     -40.7165
    2457      21.9805     -38.7461
    2458     -60.5588     -39.1520
    2459     -36.6637     -46.8229
    2460     -15.2826     -40.4222
    2461     -11.5608     -36.9988
    2462     -53.6710     -36.7520
    2463     -52.3110     -38.7612
    2464     -36.7258     -37.3770
    2465     -31.4685     -34.6685
    2466     -29.6196     -38.2316
    2467      23.0035     -39.8540
    2468     -16.1766     -42.9037
    2469     -67.5903     -36.9895
    2470     -28.6199     -40.2405
    2471     -64.0131     -42.5905
    2472      40.7750     -39.5821
    2473     -37.0696     -38.2493
    2474      19.1223     -40.9267
    2475     -20.7024     -40.3226
    2476     -30.8533     -39.9334
    2477     -37.8541     -38.0381
    2478       4.2694     -39.1666
    2479     -10.5663     -35.4486
    2480     -31.9528     -37.1379
    2481      -8.8519     -41.4132
    2482      -3.8924     -37.6795
    2483       7.0003     -30.5852
    2484     -29.9468     -39.8757
    2485     -37.1186     -39.0223
    2486       7.6389     -41.9957
    2487     -22.3857     -40.3852
    2488      37.4634     -37.9429
    2489      -2.6039     -41.7355
    2490     -20.5743     -41.0324
    2491     -16.5460     -40.4335
    2492     -36.7201     -44.1933
    2493      23.0868     -44.5572
    2494      53.6979     -41.8717
    2495     -20.3662     -42.2420
    2496      -2.2900     -40.9675
    2497       0.8637     -43.6754
    2498       1.5987     -43.1014
    2499      28.2487     -42.8550
    2500      24.4157     -40.3218
    2501      39.6100     -41.4590
    2502       6.6445     -40.4184
    2503      19.7690     -44.0115
    2504     -46.6013     -41.8424
    2505       2.9162     -45.9513
    2506     -79.6079     -44.3392
    2507     -32.2122     -43.8093
    2508     -44.4621     -43.3759
    2509     -61.5484     -45.3777
    2510     -33.5620     -47.5816
    2511     -69.4976     -42.1135
    2512     -27.1907     -39.8617
    2513      12.4384     -41.3025
    2514      78.6028     -43.1859
    2515      74.9874     -40.1699
    2516      52.3803     -39.4682
    2517      42.5422     -39.1006
    2518      64.6167     -48.7412
    2519      13.6059     -44.4011
    2520       1.6495     -42.5197
    2521      84.8923     -40.8015
    2522      93.4065     -45.8724
    2523      82.0238     -42.3499
    2524      93.8236     -40.3328
    2525     117.5529     -43.4207
    2526      58.5936     -42.7780
    2527     -22.0059     -40.0089
    2528      69.4022     -37.4715
    2529      64.0250     -42.4121
    2530      12.7564     -42.9620
    2531      75.7838     -39.9825
    2532      46.7580     -39.9304
    2533      95.0598     -40.6952
    2534      16.3074     -43.7242
    2535      54.7079     -41.5568
    2536     131.8131     -37.9813
    2537     158.3160     -40.8296
    2538      72.1380     -43.7504
    2539      75.1409     -38.4406
    2540      56.9188     -41.2453
    2541      63.0446     -40.3389
    2542      87.4312     -42.1471
    2543      77.3263     -36.7791
    2544     130.3582     -40.4375
    2545      76.3535     -46.0633
    2546     110.0312     -44.3351
    2547      26.5297     -46.4500
    2548      54.7593     -49.4062
    2549      58.1706     -44.3529
    2550      60.1934     -41.3117
    2551      60.5236     -46.2301
    2552      57.7400     -47.7742
    2553       4.0615     -40.8681
    2554       6.6222     -47.3336
    2555      18.7757     -44.4402
    2556      41.1489     -42.7539
    2557      49.1548     -51.6893
    2558      53.3286     -48.1718
    2559      17.5419     -52.4119
    2560      66.7769     -52.9044
    2561      69.9276     -55.2699
    2562      20.9241     -53.9663
    2563      46.3613     -55.2598
    2564      69.6460     -48.4274
    2565      87.0323     -51.0600
    2566      23.3561     -50.8597
    2567      86.9663     -54.1446
    2568      -0.9471     -51.3986
    2569      29.3472     -49.8666
    2570      57.3418     -53.3530
    2571      61.6384     -51.0468
    2572      40.8051     -51.2342
    2573       9.4462     -47.9932
    2574      32.9619     -52.8083
    2575      57.0845     -54.7945
    2576      40.4304     -47.8337
    2577       1.9642     -47.3727
    2578       7.4883     -52.3807
    2579      -4.9226     -50.0533
    2580     -15.0008     -51.6590
    2581      -9.4359     -43.1835
    2582      28.7321     -50.4127
    2583     -39.6613     -39.4644
    2584       6.6903     -47.3671
    2585      -2.9968     -52.8098
    2586      24.0484     -47.7580
    2587       5.5419     -48.2496
    2588      19.0316     -51.3112
    2589      35.3429     -45.8745
    2590      40.6664     -50.0667
    2591      11.0312     -53.7060
    2592      57.0585     -52.1655
    2593       3.9066     -48.5992
    2594      23.6062     -54.9096
    2595     -12.0348     -46.1569
    2596     -25.8560     -46.3945
    2597      -4.5270     -43.1127
    2598     -15.5410     -49.9433
    2599      14.9494     -53.4061
    2600       5.6814     -43.1081
    2601      55.5254     -47.0646
    2602      25.7848     -42.2153
    2603      34.2062     -48.1254
    2604      18.2760     -45.1837
    2605      79.9636     -46.3664
    2606      -2.1765     -44.5474
    2607      39.3379     -48.4117
    2608      76.9012     -49.4449
    2609      52.9935     -47.5010
    2610      37.7980     -57.7146
    2611      50.7023     -51.0901
    2612      27.1351     -50.5551
    2613      21.3959     -52.5323
    2614      43.3970     -55.2294
    2615      56.1572     -48.0608
    2616      39.9382     -51.7009
    2617      17.7785     -52.7451
    2618      88.1511     -51.3628
    2619      71.1158     -43.9436
    2620      44.9407     -51.1278
    2621      62.7836     -54.0952
    2622      49.6704     -50.3624
    2623      77.0743     -44.6699
    2624      63.6748     -49.6303
    2625      30.5650     -48.8352
    2626      70.2926     -51.6399
    2627     101.2371     -53.2707
    2628      99.4287     -46.2167
    2629     107.6538     -47.8043
    2630     161.7214     -45.6745
    2631     198.6641     -49.9561
    2632     193.1955     -46.1820
    2633     113.7843     -48.6453
    2634      92.8443     -54.0271
    2635     149.2216     -50.8027
    2636     145.3843     -50.6887
    2637     140.4293     -38.4375
    2638     145.1291     -46.8920
    2639     156.4262     -49.2385
    2640     188.3904     -47.8649
    2641     191.5694     -45.2942
    2642     162.1558     -46.3109
    2643     142.8967     -49.9712
    2644     166.9013     -46.3198
    2645     185.3685     -48.5175
    2646     146.8851     -45.1662
    2647     120.1149     -47.6027
    2648     164.6794     -47.3737
    2649     155.2656     -45.7168
    2650     153.8235     -50.8699
    2651     142.8900     -48.0845
    2652     125.4292     -46.2662
    2653     153.3690     -48.4245
    2654     118.7292     -46.7591
    2655     176.4666     -48.7031
    2656     138.6934     -46.7649
    2657     131.4956     -50.0888
    2658     146.1141     -50.6427
    2659     191.3576     -50.0537
    2660     127.1007     -48.6156
    2661     155.0042     -48.9550
    2662     171.1088     -46.4736
    2663     150.8514     -43.8100
    2664     175.8702     -46.1477
    2665     201.6227     -45.3663
    2666     157.0834     -46.9721
    2667     137.2175     -47.8336
    2668     120.4831     -52.0098
    2669     139.6799     -45.7724
    2670     137.3757     -46.0680
    2671     105.5658     -46.6966
    2672      26.9941     -39.0873
    2673     -11.8188     -38.1493
    2674      17.7000     -41.0780
    2675     -31.0854     -43.7587
    2676      40.4484     -36.1674
    2677      11.7865     -37.0655
    2678      56.8031     -43.1577
    2679      -3.6285     -34.7184
    2680      76.6683     -36.0564
    2681      42.7303     -37.2309
    2682      14.6315     -33.6982
    2683      13.0046     -40.1030
    2684      50.8941     -36.0123
    2685      37.5052     -39.8648
    2686      70.7655     -43.8731
    2687      70.0340     -43.7587
    2688      31.1706     -44.5880
    2689      71.9631     -39.8196
    2690      54.6848     -41.4565
    2691      -3.1822     -33.6397
    2692      12.6274     -35.8762
    2693      33.8831     -33.6058
    2694      96.3466     -32.7439
    2695     137.8068     -33.7309
    2696     126.7379     -35.0688
    2697     100.9123     -32.0391
    2698      41.1147     -34.3517
    2699      51.4987     -32.9215
    2700      69.4529     -33.2236
    2701      76.2129     -36.1923
    2702      93.4786     -33.9629
    2703      67.4716     -31.8570
    2704      84.2142     -33.3879
    2705      55.1370     -30.5370
    2706      67.6418     -33.6037
    2707      66.3301     -33.2155
    2708      98.7626     -34.4189
    2709     121.1467     -35.0829
    2710     127.2936     -36.5938
    2711      65.2135     -38.7209
    2712      40.3857     -35.8209
    2713      93.0059     -33.7989
    2714     126.6780     -38.0684
    2715      90.6858     -41.3762
    2716     149.6424     -36.5750
    2717     120.1116     -36.3296
    2718      90.7668     -31.7024
    2719     104.4602     -35.0616
    2720     106.8792     -34.4990
    2721     133.5446     -36.8054
    2722     141.5555     -33.4607
    2723     113.6527     -37.5457
    2724     152.0604     -29.1980
    2725     193.3673     -34.8970
    2726     115.9540     -33.3059
    2727      98.8099     -28.7924
    2728     153.0837     -33.1419
    2729     128.3597     -33.8269
    2730     141.1747     -36.3458
    2731      99.7514     -39.3676
    2732      59.7504     -37.8839
    2733      51.7370     -39.2443
    2734      99.8416     -40.4312
    2735      99.7332     -36.6488
    2736      68.4839     -37.6385
    2737      42.2328     -40.2236
    2738      42.3867     -40.9682
    2739      28.2985     -42.7377
    2740     131.5135     -37.7843
    2741      84.7290     -34.1539
    2742      69.0356     -37.8789
    2743      99.4473     -40.0335
    2744     118.8290     -39.8858
    2745      58.8383     -36.5766
    2746      56.9961     -39.8201
    2747      85.8714     -37.9073
    2748      75.7357     -38.8283
    2749      91.1648     -41.4065
    2750      86.9712     -33.4001
    2751      85.2226     -38.9926
    2752      78.2247     -40.7976
    2753     126.0880     -41.3619
    2754      74.0531     -35.5588
    2755     115.5149     -41.7122
    2756      99.8138     -40.3141
    2757     139.6448     -43.3307
    2758      89.2619     -42.9998
    2759     120.5359     -39.6307
    2760      80.6388     -42.1264
    2761     176.1419     -43.6355
    2762     108.8461     -39.5983
    2763     179.4314     -41.0691
    2764      82.3271     -37.1938
    2765     100.9333     -40.4120
    2766      72.2612     -39.8240
    2767     135.4805     -40.9703
    2768      89.2114     -39.6269
    2769     118.2762     -39.9935
    2770     111.2277     -43.1714
    2771      87.7277     -36.6382
    2772      56.0796     -42.0112
    2773      50.9492     -40.4821
    2774     105.9591     -47.5387
    2775      90.1675     -40.2704
    2776      71.5318     -37.5754
    2777      76.1108     -45.9304
    2778      35.8329     -36.2842
    2779      71.8016     -40.2178
    2780     123.7638     -45.1123
    2781      23.6474     -43.4186
    2782      76.0646     -43.5003
    2783      80.4304     -41.3017
    2784       2.2373     -44.8239
    2785      70.3388     -44.2897
    2786     111.2054     -46.9074
    2787      51.4163     -44.5019
    2788      66.5693     -49.7997
    2789      49.2799     -42.7933
    2790      31.6610     -39.7045
    2791      28.9968     -37.1677
    2792      68.1058     -46.5599
    2793      10.0214     -38.9094
    2794      56.2120     -41.0515
    2795      35.1562     -39.3884
    2796      45.3902     -41.3311
    2797      18.6278     -46.4573
    2798      35.4244     -47.9277
    2799      35.3062     -46.2410
    2800      27.5835     -46.1740
    2801      29.0271     -52.1785
